exercice;département;commune rurale;commune touristique;tranche revenu par habitant;commune;agrégat; montant ;population; montant par habitant 
2023;Calvados;Oui;Non;3;Colomby-Anguerny;Achats et charges externes; 88 368,03 € ;1276; 69,25 € 
2023;Calvados;Oui;Non;1;Balleroy-sur-Drôme;Achats et charges externes; 341 381,23 € ;1421; 240,24 € 
2023;Calvados;Oui;Non;1;Caumont-sur-Aure;Achats et charges externes; 721 805,41 € ;2420; 298,27 € 
2023;Calvados;Oui;Non;1;Méry-Bissières-en-Auge;Achats et charges externes; 259 221,95 € ;1091; 237,60 € 
2023;Calvados;Oui;Non;1;Aurseulles;Achats et charges externes; 256 161,01 € ;1921; 133,35 € 
2023;Calvados;Oui;Non;2;Valambray;Achats et charges externes; 304 237,41 € ;1739; 174,95 € 
2023;Calvados;Oui;Non;2;Val d'Arry;Achats et charges externes; 336 474,19 € ;2446; 137,56 € 
2023;Calvados;Oui;Non;2;Moulins-en-Bessin;Achats et charges externes; 188 920,85 € ;1114; 169,59 € 
2023;Calvados;Oui;Non;2;Ponts sur Seulles;Achats et charges externes; 80 593,36 € ;1238; 65,10 € 
2023;Calvados;Oui;Non;1;Laize-Clinchamps;Achats et charges externes; 359 655,38 € ;2161; 166,43 € 
2023;Calvados;Oui;Non;1;Creully sur Seulles;Achats et charges externes; 366 118,76 € ;2322; 157,67 € 
2023;Calvados;Oui;Non;1;Dialan sur Chaîne;Achats et charges externes; 173 813,63 € ;1039; 167,29 € 
2023;Calvados;Oui;Non;1;Seulline;Achats et charges externes; 162 702,38 € ;1334; 121,97 € 
2023;Calvados;Oui;Non;2;Le Castelet;Achats et charges externes; 266 739,77 € ;1737; 153,56 € 
2023;Calvados;Oui;Non;1;Cesny-les-Sources;Achats et charges externes; 124 615,88 € ;1384; 90,04 € 
2023;Calvados;Oui;Non;2;Cambremer;Achats et charges externes; 517 668,42 € ;1358; 381,20 € 
2023;Calvados;Oui;Non;1;Castine-en-Plaine;Achats et charges externes; 337 139,10 € ;1732; 194,65 € 
2023;Calvados;Oui;Non;2;Amayé-sur-Orne;Achats et charges externes; 197 488,91 € ;1088; 181,52 € 
2023;Calvados;Oui;Non;2;Amfreville;Achats et charges externes; 360 199,95 € ;1397; 257,84 € 
2023;Calvados;Oui;Non;2;Audrieu;Achats et charges externes; 164 813,80 € ;1145; 143,94 € 
2023;Calvados;Oui;Non;2;Authie;Achats et charges externes; 360 067,04 € ;1714; 210,07 € 
2023;Calvados;Oui;Non;2;Basly;Achats et charges externes; 62 469,69 € ;1082; 57,74 € 
2023;Calvados;Oui;Non;2;Bavent;Achats et charges externes; 422 961,31 € ;1946; 217,35 € 
2023;Calvados;Oui;Non;1;Bourguébus;Achats et charges externes; 492 547,62 € ;2330; 211,39 € 
2023;Calvados;Oui;Non;1;Bretteville-sur-Laize;Achats et charges externes; 269 875,27 € ;1937; 139,33 € 
2023;Calvados;Oui;Non;2;Le Breuil-en-Auge;Achats et charges externes; 81 969,31 € ;1016; 80,68 € 
2023;Calvados;Oui;Non;1;Cahagnes;Achats et charges externes; 313 110,68 € ;1421; 220,35 € 
2023;Calvados;Oui;Non;3;Cambes-en-Plaine;Achats et charges externes; 287 473,28 € ;1766; 162,78 € 
2023;Calvados;Oui;Non;1;Clécy;Achats et charges externes; 225 570,77 € ;1319; 171,02 € 
2023;Calvados;Oui;Non;2;Cresserons;Achats et charges externes; 233 709,94 € ;1126; 207,56 € 
2023;Calvados;Oui;Non;2;Éterville;Achats et charges externes; 272 588,66 € ;1670; 163,23 € 
2023;Calvados;Oui;Non;2;Feuguerolles-Bully;Achats et charges externes; 200 414,81 € ;1464; 136,90 € 
2023;Calvados;Oui;Non;1;Fontenay-le-Marmion;Achats et charges externes; 397 109,46 € ;1960; 202,61 € 
2023;Calvados;Oui;Non;2;Fontenay-le-Pesnel;Achats et charges externes; 122 664,16 € ;1215; 100,96 € 
2023;Calvados;Oui;Non;2;Grandcamp-Maisy;Achats et charges externes; 376 135,19 € ;1555; 241,89 € 
2023;Calvados;Oui;Non;2;Maltot;Achats et charges externes; 106 319,47 € ;1040; 102,23 € 
2023;Calvados;Oui;Non;1;Moyaux;Achats et charges externes; 523 673,29 € ;1371; 381,96 € 
2023;Calvados;Oui;Non;3;Saint-Contest;Achats et charges externes; 425 994,19 € ;2564; 166,14 € 
2023;Calvados;Oui;Non;2;Saint-Gatien-des-Bois;Achats et charges externes; 310 815,07 € ;1376; 225,88 € 
2023;Calvados;Oui;Non;2;Sainte-Honorine-du-Fay;Achats et charges externes; 205 775,82 € ;1362; 151,08 € 
2023;Calvados;Oui;Non;2;Saint-Manvieu-Norrey;Achats et charges externes; 141 210,78 € ;2116; 66,73 € 
2023;Calvados;Oui;Non;1;Saint-Sylvain;Achats et charges externes; 144 749,96 € ;1470; 98,47 € 
2023;Calvados;Oui;Non;2;Sannerville;Achats et charges externes; 359 254,52 € ;1911; 187,99 € 
2023;Calvados;Oui;Non;2;Soliers;Achats et charges externes; 676 794,97 € ;2109; 320,91 € 
2023;Calvados;Oui;Non;2;Sommervieu;Achats et charges externes; 126 811,30 € ;1010; 125,56 € 
2023;Calvados;Oui;Non;2;Thaon;Achats et charges externes; 380 845,06 € ;1829; 208,23 € 
2023;Calvados;Oui;Non;1;Tilly-sur-Seulles;Achats et charges externes; 227 336,99 € ;1789; 127,07 € 
2023;Calvados;Oui;Non;2;Ver-sur-Mer;Achats et charges externes; 260 007,52 € ;1684; 154,40 € 
2023;Manche;Oui;Non;1;Lessay;Achats et charges externes; 1 047 776,25 € ;2294; 456,75 € 
2023;Manche;Oui;Non;1;Moyon Villages;Achats et charges externes; 304 238,57 € ;1478; 205,84 € 
2023;Manche;Oui;Non;1;Montsenelle;Achats et charges externes; 236 155,54 € ;1433; 164,80 € 
2023;Manche;Oui;Non;1;Orval sur Sienne;Achats et charges externes; 128 680,62 € ;1205; 106,79 € 
2023;Manche;Oui;Non;1;Saint-Jean-d'Elle;Achats et charges externes; 384 329,03 € ;2583; 148,79 € 
2023;Manche;Oui;Non;1;Thèreval;Achats et charges externes; 418 897,93 € ;1838; 227,91 € 
2023;Manche;Oui;Non;1;Romagny Fontenay;Achats et charges externes; 511 696,95 € ;1313; 389,72 € 
2023;Manche;Oui;Non;1;Gonneville-Le Theil;Achats et charges externes; 280 485,37 € ;1558; 180,03 € 
2023;Manche;Oui;Non;1;Percy-en-Normandie;Achats et charges externes; 494 478,69 € ;2709; 182,53 € 
2023;Manche;Oui;Non;2;Vicq-sur-Mer;Achats et charges externes; 171 126,05 € ;1077; 158,89 € 
2023;Manche;Oui;Non;1;Le Teilleul;Achats et charges externes; 455 751,92 € ;1690; 269,68 € 
2023;Manche;Oui;Non;1;Sartilly-Baie-Bocage;Achats et charges externes; 682 687,95 € ;2891; 236,14 € 
2023;Manche;Oui;Non;1;Terre-et-Marais;Achats et charges externes; 259 150,69 € ;1350; 191,96 € 
2023;Manche;Oui;Non;1;Juvigny les Vallées;Achats et charges externes; 306 210,65 € ;1722; 177,82 € 
2023;Manche;Oui;Non;1;Canisy;Achats et charges externes; 431 653,26 € ;1803; 239,41 € 
2023;Manche;Oui;Non;1;Remilly Les Marais;Achats et charges externes; 175 276,16 € ;1071; 163,66 € 
2023;Manche;Oui;Non;1;Tessy-Bocage;Achats et charges externes; 616 114,02 € ;2282; 269,99 € 
2023;Manche;Oui;Non;1;Gavray-sur-Sienne;Achats et charges externes; 614 297,90 € ;2006; 306,23 € 
2023;Manche;Oui;Non;2;Tourneville-sur-Mer;Achats et charges externes; 270 800,52 € ;1696; 159,67 € 
2023;Manche;Oui;Non;1;Barenton;Achats et charges externes; 313 556,68 € ;1241; 252,66 € 
2023;Manche;Oui;Non;2;La Barre-de-Semilly;Achats et charges externes; 165 099,80 € ;1065; 155,02 € 
2023;Manche;Oui;Non;1;Brécey;Achats et charges externes; 717 566,46 € ;2313; 310,23 € 
2023;Manche;Oui;Non;3;Bretteville;Achats et charges externes; 446 392,28 € ;1070; 417,19 € 
2023;Manche;Oui;Non;2;Brix;Achats et charges externes; 512 689,65 € ;2198; 233,25 € 
2023;Manche;Oui;Non;1;Cérences;Achats et charges externes; 308 383,48 € ;1809; 170,47 € 
2023;Manche;Oui;Non;1;Cerisy-la-Forêt;Achats et charges externes; 228 924,19 € ;1054; 217,20 € 
2023;Manche;Oui;Non;1;Cerisy-la-Salle;Achats et charges externes; 198 445,84 € ;1025; 193,61 € 
2023;Manche;Oui;Non;2;Couville;Achats et charges externes; 222 406,26 € ;1204; 184,72 € 
2023;Manche;Oui;Non;1;Créances;Achats et charges externes; 605 791,00 € ;2108; 287,38 € 
2023;Manche;Oui;Non;2;Digosville;Achats et charges externes; 351 126,75 € ;1666; 210,76 € 
2023;Manche;Oui;Non;1;Domjean;Achats et charges externes; 184 518,15 € ;1027; 179,67 € 
2023;Manche;Oui;Non;2;Fermanville;Achats et charges externes; 298 331,59 € ;1305; 228,61 € 
2023;Manche;Oui;Non;1;Flamanville;Achats et charges externes; 1 466 090,06 € ;1789; 819,50 € 
2023;Manche;Oui;Non;1;Folligny;Achats et charges externes; 244 941,58 € ;1121; 218,50 € 
2023;Manche;Oui;Non;1;Hambye;Achats et charges externes; 238 493,67 € ;1113; 214,28 € 
2023;Manche;Oui;Non;1;La Haye-Pesnel;Achats et charges externes; 487 208,23 € ;1289; 377,97 € 
2023;Manche;Oui;Non;1;Les Loges-Marchis;Achats et charges externes; 111 178,02 € ;1169; 95,11 € 
2023;Manche;Oui;Non;1;Montebourg;Achats et charges externes; 409 045,91 € ;2177; 187,89 € 
2023;Manche;Oui;Non;2;Pirou;Achats et charges externes; 662 326,59 € ;1466; 451,79 € 
2023;Manche;Oui;Non;1;Rauville-la-Bigot;Achats et charges externes; 191 193,89 € ;1123; 170,25 € 
2023;Manche;Oui;Non;2;Saint-Gilles;Achats et charges externes; 187 397,67 € ;1007; 186,10 € 
2023;Manche;Oui;Non;1;Saint-Jean-des-Champs;Achats et charges externes; 296 176,38 € ;1517; 195,24 € 
2023;Manche;Oui;Non;1;Saint-Pierre-Église;Achats et charges externes; 447 220,91 € ;1849; 241,87 € 
2023;Manche;Oui;Non;2;Saint-Planchers;Achats et charges externes; 280 070,56 € ;1471; 190,39 € 
2023;Manche;Oui;Non;1;Saint-Quentin-sur-le-Homme;Achats et charges externes; 224 715,96 € ;1388; 161,90 € 
2023;Manche;Oui;Non;1;Saint-Sauveur-le-Vicomte;Achats et charges externes; 569 226,33 € ;2115; 269,14 € 
2023;Manche;Oui;Non;1;Sottevast;Achats et charges externes; 608 151,13 € ;1462; 415,97 € 
2023;Manche;Oui;Non;2;Surtainville;Achats et charges externes; 231 548,03 € ;1185; 195,40 € 
2023;Manche;Oui;Non;2;Teurthéville-Hague;Achats et charges externes; 209 036,79 € ;1055; 198,14 € 
2023;Orne;Oui;Non;1;Boischampré;Achats et charges externes; 153 949,08 € ;1226; 125,57 € 
2023;Orne;Oui;Non;1;Les Monts d'Andaine;Achats et charges externes; 347 845,56 € ;1769; 196,63 € 
2023;Orne;Oui;Non;2;Écouves;Achats et charges externes; 331 286,43 € ;1699; 194,99 € 
2023;Orne;Oui;Non;1;Perche en Nocé;Achats et charges externes; 363 988,26 € ;2073; 175,59 € 
2023;Orne;Oui;Non;1;Sablons sur Huisne;Achats et charges externes; 608 176,11 € ;2046; 297,25 € 
2023;Orne;Oui;Non;2;Rémalard en Perche;Achats et charges externes; 375 593,64 € ;1940; 193,60 € 
2023;Orne;Oui;Non;1;Putanges-le-Lac;Achats et charges externes; 597 311,34 € ;2172; 275,01 € 
2023;Orne;Oui;Non;2;Longny les Villages;Achats et charges externes; 759 683,13 € ;2978; 255,10 € 
2023;Orne;Oui;Non;1;Passais Villages;Achats et charges externes; 351 465,54 € ;1179; 298,10 € 
2023;Orne;Oui;Non;1;Juvigny Val d'Andaine;Achats et charges externes; 365 151,49 € ;2177; 167,73 € 
2023;Orne;Oui;Non;1;Belforêt-en-Perche;Achats et charges externes; 333 987,21 € ;1559; 214,23 € 
2023;Orne;Oui;Non;1;Écouché-les-Vallées;Achats et charges externes; 435 973,38 € ;2251; 193,68 € 
2023;Orne;Oui;Non;1;Mortrée;Achats et charges externes; 226 606,70 € ;1167; 194,18 € 
2023;Orne;Oui;Non;1;Aube;Achats et charges externes; 218 289,86 € ;1304; 167,40 € 
2023;Orne;Oui;Non;1;Bellou-en-Houlme;Achats et charges externes; 265 058,57 € ;1083; 244,74 € 
2023;Orne;Oui;Non;1;Berd'huis;Achats et charges externes; 247 483,39 € ;1109; 223,16 € 
2023;Orne;Oui;Non;1;Bretoncelles;Achats et charges externes; 314 053,21 € ;1505; 208,67 € 
2023;Orne;Oui;Non;1;Briouze;Achats et charges externes; 408 576,37 € ;1548; 263,94 € 
2023;Orne;Oui;Non;1;Ceaucé;Achats et charges externes; 249 825,46 € ;1187; 210,47 € 
2023;Orne;Oui;Non;1;Ceton;Achats et charges externes; 331 771,11 € ;1792; 185,14 € 
2023;Orne;Oui;Non;1;Chanu;Achats et charges externes; 255 489,53 € ;1276; 200,23 € 
2023;Orne;Oui;Non;1;La Ferrière-aux-Étangs;Achats et charges externes; 592 818,88 € ;1573; 376,87 € 
2023;Orne;Oui;Non;1;Gacé;Achats et charges externes; 348 355,80 € ;1855; 187,79 € 
2023;Orne;Oui;Non;1;Lonlay-l'Abbaye;Achats et charges externes; 179 840,22 € ;1156; 155,57 € 
2023;Orne;Oui;Non;2;Lonrai;Achats et charges externes; 145 736,26 € ;1163; 125,31 € 
2023;Orne;Oui;Non;1;Magny-le-Désert;Achats et charges externes; 117 570,90 € ;1417; 82,97 € 
2023;Orne;Oui;Non;1;Messei;Achats et charges externes; 364 422,75 € ;1900; 191,80 € 
2023;Orne;Oui;Non;1;Rânes;Achats et charges externes; 147 998,13 € ;1044; 141,76 € 
2023;Orne;Oui;Non;1;Saint-Bômer-les-Forges;Achats et charges externes; 135 685,36 € ;1062; 127,76 € 
2023;Orne;Oui;Non;1;Saint-Denis-sur-Sarthon;Achats et charges externes; 192 049,19 € ;1144; 167,88 € 
2023;Orne;Oui;Non;1;Sainte-Gauburge-Sainte-Colombe;Achats et charges externes; 224 432,66 € ;1045; 214,77 € 
2023;Orne;Oui;Non;1;Trun;Achats et charges externes; 213 814,25 € ;1290; 165,75 € 
2023;Calvados;Oui;Non;1;Caumont-sur-Aure;Autres dotations de fonctionnement; 16 009,79 € ;2420; 6,62 € 
2023;Calvados;Oui;Non;1;Aurseulles;Autres dotations de fonctionnement; 6 200,59 € ;1921; 3,23 € 
2023;Calvados;Oui;Non;2;Val d'Arry;Autres dotations de fonctionnement; 30 454,29 € ;2446; 12,45 € 
2023;Calvados;Oui;Non;2;Ponts sur Seulles;Autres dotations de fonctionnement; 476,81 € ;1238; 0,39 € 
2023;Calvados;Oui;Non;1;Laize-Clinchamps;Autres dotations de fonctionnement; 2 049,87 € ;2161; 0,95 € 
2023;Calvados;Oui;Non;1;Creully sur Seulles;Autres dotations de fonctionnement; 1 522,98 € ;2322; 0,66 € 
2023;Calvados;Oui;Non;1;Seulline;Autres dotations de fonctionnement; 1 399,22 € ;1334; 1,05 € 
2023;Calvados;Oui;Non;2;Le Castelet;Autres dotations de fonctionnement; 3 021,34 € ;1737; 1,74 € 
2023;Calvados;Oui;Non;2;Amayé-sur-Orne;Autres dotations de fonctionnement; 1 196,08 € ;1088; 1,10 € 
2023;Calvados;Oui;Non;2;Audrieu;Autres dotations de fonctionnement; 1 159,78 € ;1145; 1,01 € 
2023;Calvados;Oui;Non;2;Basly;Autres dotations de fonctionnement; 1 468,27 € ;1082; 1,36 € 
2023;Calvados;Oui;Non;1;Bourguébus;Autres dotations de fonctionnement; 5 936,23 € ;2330; 2,55 € 
2023;Calvados;Oui;Non;2;Cresserons;Autres dotations de fonctionnement; 576,76 € ;1126; 0,51 € 
2023;Calvados;Oui;Non;1;Fontenay-le-Marmion;Autres dotations de fonctionnement; 1 121,77 € ;1960; 0,57 € 
2023;Calvados;Oui;Non;2;Saint-Manvieu-Norrey;Autres dotations de fonctionnement; 293,00 € ;2116; 0,14 € 
2023;Calvados;Oui;Non;2;Sannerville;Autres dotations de fonctionnement; 711,19 € ;1911; 0,37 € 
2023;Calvados;Oui;Non;2;Thaon;Autres dotations de fonctionnement; 3 286,95 € ;1829; 1,80 € 
2023;Calvados;Oui;Non;1;Tilly-sur-Seulles;Autres dotations de fonctionnement; 954,61 € ;1789; 0,53 € 
2023;Calvados;Oui;Non;2;Ver-sur-Mer;Autres dotations de fonctionnement; 1 392,05 € ;1684; 0,83 € 
2023;Manche;Oui;Non;1;Orval sur Sienne;Autres dotations de fonctionnement; 1 284,51 € ;1205; 1,07 € 
2023;Manche;Oui;Non;2;Tourneville-sur-Mer;Autres dotations de fonctionnement; 13 249,80 € ;1696; 7,81 € 
2023;Manche;Oui;Non;1;Barenton;Autres dotations de fonctionnement; 2 025,31 € ;1241; 1,63 € 
2023;Manche;Oui;Non;1;Saint-Jean-des-Champs;Autres dotations de fonctionnement; 4 356,11 € ;1517; 2,87 € 
2023;Orne;Oui;Non;1;La Ferrière-aux-Étangs;Autres dotations de fonctionnement; 17 104,12 € ;1573; 10,87 € 
2023;Calvados;Oui;Non;3;Colomby-Anguerny;Autres dotations de fonctionnement; 902,24 € ;1276; 0,71 € 
2023;Calvados;Oui;Non;1;Balleroy-sur-Drôme;Autres dotations de fonctionnement; 3 893,51 € ;1421; 2,74 € 
2023;Calvados;Oui;Non;1;Méry-Bissières-en-Auge;Autres dotations de fonctionnement; 1 366,16 € ;1091; 1,25 € 
2023;Calvados;Oui;Non;2;Valambray;Autres dotations de fonctionnement; 3 553,80 € ;1739; 2,04 € 
2023;Calvados;Oui;Non;2;Moulins-en-Bessin;Autres dotations de fonctionnement; 1 335,48 € ;1114; 1,20 € 
2023;Calvados;Oui;Non;1;Dialan sur Chaîne;Autres dotations de fonctionnement; 2 731,97 € ;1039; 2,63 € 
2023;Calvados;Oui;Non;1;Cesny-les-Sources;Autres dotations de fonctionnement; 9 633,89 € ;1384; 6,96 € 
2023;Calvados;Oui;Non;2;Cambremer;Autres dotations de fonctionnement; 300,12 € ;1358; 0,22 € 
2023;Calvados;Oui;Non;1;Castine-en-Plaine;Autres dotations de fonctionnement; 968,66 € ;1732; 0,56 € 
2023;Calvados;Oui;Non;2;Amfreville;Autres dotations de fonctionnement; 5 864,00 € ;1397; 4,20 € 
2023;Calvados;Oui;Non;2;Authie;Autres dotations de fonctionnement; 2 181,64 € ;1714; 1,27 € 
2023;Calvados;Oui;Non;2;Bavent;Autres dotations de fonctionnement; 17 876,10 € ;1946; 9,19 € 
2023;Calvados;Oui;Non;1;Bretteville-sur-Laize;Autres dotations de fonctionnement; 2 204,88 € ;1937; 1,14 € 
2023;Calvados;Oui;Non;2;Le Breuil-en-Auge;Autres dotations de fonctionnement; 1 417,96 € ;1016; 1,40 € 
2023;Calvados;Oui;Non;1;Cahagnes;Autres dotations de fonctionnement; 4 065,83 € ;1421; 2,86 € 
2023;Calvados;Oui;Non;3;Cambes-en-Plaine;Autres dotations de fonctionnement; 2 126,14 € ;1766; 1,20 € 
2023;Calvados;Oui;Non;1;Clécy;Autres dotations de fonctionnement; 5 056,03 € ;1319; 3,83 € 
2023;Calvados;Oui;Non;2;Éterville;Autres dotations de fonctionnement; 3 320,90 € ;1670; 1,99 € 
2023;Calvados;Oui;Non;2;Feuguerolles-Bully;Autres dotations de fonctionnement; 2 235,56 € ;1464; 1,53 € 
2023;Calvados;Oui;Non;2;Grandcamp-Maisy;Autres dotations de fonctionnement; 360,29 € ;1555; 0,23 € 
2023;Calvados;Oui;Non;2;Maltot;Autres dotations de fonctionnement; 1 809,98 € ;1040; 1,74 € 
2023;Calvados;Oui;Non;1;Moyaux;Autres dotations de fonctionnement; 1 052,38 € ;1371; 0,77 € 
2023;Calvados;Oui;Non;3;Saint-Contest;Autres dotations de fonctionnement; 2 014,41 € ;2564; 0,79 € 
2023;Calvados;Oui;Non;2;Saint-Gatien-des-Bois;Autres dotations de fonctionnement; 1 495,29 € ;1376; 1,09 € 
2023;Calvados;Oui;Non;2;Sainte-Honorine-du-Fay;Autres dotations de fonctionnement; 952,33 € ;1362; 0,70 € 
2023;Calvados;Oui;Non;1;Saint-Sylvain;Autres dotations de fonctionnement; 4 066,18 € ;1470; 2,77 € 
2023;Calvados;Oui;Non;2;Soliers;Autres dotations de fonctionnement; 293,00 € ;2109; 0,14 € 
2023;Calvados;Oui;Non;2;Sommervieu;Autres dotations de fonctionnement; 1 998,88 € ;1010; 1,98 € 
2023;Manche;Oui;Non;1;Lessay;Autres dotations de fonctionnement; 9 196,20 € ;2294; 4,01 € 
2023;Manche;Oui;Non;1;Moyon Villages;Autres dotations de fonctionnement; 5 710,89 € ;1478; 3,86 € 
2023;Manche;Oui;Non;1;Montsenelle;Autres dotations de fonctionnement; 5 165,87 € ;1433; 3,60 € 
2023;Manche;Oui;Non;1;Saint-Jean-d'Elle;Autres dotations de fonctionnement; 8 363,24 € ;2583; 3,24 € 
2023;Manche;Oui;Non;1;Thèreval;Autres dotations de fonctionnement; 10 135,42 € ;1838; 5,51 € 
2023;Manche;Oui;Non;1;Romagny Fontenay;Autres dotations de fonctionnement; 32 240,41 € ;1313; 24,55 € 
2023;Manche;Oui;Non;1;Gonneville-Le Theil;Autres dotations de fonctionnement; 809,01 € ;1558; 0,52 € 
2023;Manche;Oui;Non;1;Percy-en-Normandie;Autres dotations de fonctionnement; 5 338,28 € ;2709; 1,97 € 
2023;Manche;Oui;Non;2;Vicq-sur-Mer;Autres dotations de fonctionnement; 863,48 € ;1077; 0,80 € 
2023;Manche;Oui;Non;1;Le Teilleul;Autres dotations de fonctionnement; 18 483,63 € ;1690; 10,94 € 
2023;Manche;Oui;Non;1;Sartilly-Baie-Bocage;Autres dotations de fonctionnement; 7 944,68 € ;2891; 2,75 € 
2023;Manche;Oui;Non;1;Terre-et-Marais;Autres dotations de fonctionnement; 3 644,67 € ;1350; 2,70 € 
2023;Manche;Oui;Non;1;Juvigny les Vallées;Autres dotations de fonctionnement; 16 326,12 € ;1722; 9,48 € 
2023;Manche;Oui;Non;1;Canisy;Autres dotations de fonctionnement; 17 834,84 € ;1803; 9,89 € 
2023;Manche;Oui;Non;1;Remilly Les Marais;Autres dotations de fonctionnement; 4 571,42 € ;1071; 4,27 € 
2023;Manche;Oui;Non;1;Tessy-Bocage;Autres dotations de fonctionnement; 15 458,67 € ;2282; 6,77 € 
2023;Manche;Oui;Non;1;Gavray-sur-Sienne;Autres dotations de fonctionnement; 8 250,41 € ;2006; 4,11 € 
2023;Manche;Oui;Non;2;La Barre-de-Semilly;Autres dotations de fonctionnement; 1 314,73 € ;1065; 1,23 € 
2023;Manche;Oui;Non;1;Brécey;Autres dotations de fonctionnement; 4 512,59 € ;2313; 1,95 € 
2023;Manche;Oui;Non;3;Bretteville;Autres dotations de fonctionnement; 4 120,53 € ;1070; 3,85 € 
2023;Manche;Oui;Non;2;Brix;Autres dotations de fonctionnement; 1 348,40 € ;2198; 0,61 € 
2023;Manche;Oui;Non;1;Cérences;Autres dotations de fonctionnement; 2 216,25 € ;1809; 1,23 € 
2023;Manche;Oui;Non;1;Cerisy-la-Forêt;Autres dotations de fonctionnement; 9 768,13 € ;1054; 9,27 € 
2023;Manche;Oui;Non;1;Cerisy-la-Salle;Autres dotations de fonctionnement; 2 078,00 € ;1025; 2,03 € 
2023;Manche;Oui;Non;2;Couville;Autres dotations de fonctionnement; 939,94 € ;1204; 0,78 € 
2023;Manche;Oui;Non;1;Créances;Autres dotations de fonctionnement; 8 044,65 € ;2108; 3,82 € 
2023;Manche;Oui;Non;2;Digosville;Autres dotations de fonctionnement; 1 097,22 € ;1666; 0,66 € 
2023;Manche;Oui;Non;1;Domjean;Autres dotations de fonctionnement; 9 966,00 € ;1027; 9,70 € 
2023;Manche;Oui;Non;2;Fermanville;Autres dotations de fonctionnement; 1 717,51 € ;1305; 1,32 € 
2023;Manche;Oui;Non;1;Flamanville;Autres dotations de fonctionnement; 21 640,96 € ;1789; 12,10 € 
2023;Manche;Oui;Non;1;Folligny;Autres dotations de fonctionnement; 5 242,99 € ;1121; 4,68 € 
2023;Manche;Oui;Non;1;Hambye;Autres dotations de fonctionnement; 1 266,22 € ;1113; 1,14 € 
2023;Manche;Oui;Non;1;La Haye-Pesnel;Autres dotations de fonctionnement; 6 634,71 € ;1289; 5,15 € 
2023;Manche;Oui;Non;1;Les Loges-Marchis;Autres dotations de fonctionnement; 2 406,81 € ;1169; 2,06 € 
2023;Manche;Oui;Non;1;Montebourg;Autres dotations de fonctionnement; 293,00 € ;2177; 0,13 € 
2023;Manche;Oui;Non;2;Pirou;Autres dotations de fonctionnement; 8 860,97 € ;1466; 6,04 € 
2023;Manche;Oui;Non;1;Rauville-la-Bigot;Autres dotations de fonctionnement; 255,00 € ;1123; 0,23 € 
2023;Manche;Oui;Non;2;Saint-Gilles;Autres dotations de fonctionnement; 2 335,39 € ;1007; 2,32 € 
2023;Manche;Oui;Non;1;Saint-Pierre-Église;Autres dotations de fonctionnement; 3 607,95 € ;1849; 1,95 € 
2023;Manche;Oui;Non;2;Saint-Planchers;Autres dotations de fonctionnement; 1 722,85 € ;1471; 1,17 € 
2023;Manche;Oui;Non;1;Saint-Quentin-sur-le-Homme;Autres dotations de fonctionnement; 8 253,38 € ;1388; 5,95 € 
2023;Manche;Oui;Non;1;Saint-Sauveur-le-Vicomte;Autres dotations de fonctionnement; 293,00 € ;2115; 0,14 € 
2023;Manche;Oui;Non;1;Sottevast;Autres dotations de fonctionnement; 255,00 € ;1462; 0,17 € 
2023;Manche;Oui;Non;2;Surtainville;Autres dotations de fonctionnement; 2 153,90 € ;1185; 1,82 € 
2023;Manche;Oui;Non;2;Teurthéville-Hague;Autres dotations de fonctionnement; 940,96 € ;1055; 0,89 € 
2023;Orne;Oui;Non;1;Boischampré;Autres dotations de fonctionnement; 7 500,68 € ;1226; 6,12 € 
2023;Orne;Oui;Non;1;Les Monts d'Andaine;Autres dotations de fonctionnement; 11 988,24 € ;1769; 6,78 € 
2023;Orne;Oui;Non;2;Écouves;Autres dotations de fonctionnement; 2 407,02 € ;1699; 1,42 € 
2023;Orne;Oui;Non;1;Perche en Nocé;Autres dotations de fonctionnement; 4 400,25 € ;2073; 2,12 € 
2023;Orne;Oui;Non;1;Sablons sur Huisne;Autres dotations de fonctionnement; 5 579,64 € ;2046; 2,73 € 
2023;Orne;Oui;Non;2;Rémalard en Perche;Autres dotations de fonctionnement; 5 012,97 € ;1940; 2,58 € 
2023;Orne;Oui;Non;1;Putanges-le-Lac;Autres dotations de fonctionnement; 30 126,33 € ;2172; 13,87 € 
2023;Orne;Oui;Non;2;Longny les Villages;Autres dotations de fonctionnement; 18 568,35 € ;2978; 6,24 € 
2023;Orne;Oui;Non;1;Passais Villages;Autres dotations de fonctionnement; 2 756,50 € ;1179; 2,34 € 
2023;Orne;Oui;Non;1;Juvigny Val d'Andaine;Autres dotations de fonctionnement; 3 918,93 € ;2177; 1,80 € 
2023;Orne;Oui;Non;1;Belforêt-en-Perche;Autres dotations de fonctionnement; 9 164,47 € ;1559; 5,88 € 
2023;Orne;Oui;Non;1;Écouché-les-Vallées;Autres dotations de fonctionnement; 9 921,70 € ;2251; 4,41 € 
2023;Orne;Oui;Non;1;Mortrée;Autres dotations de fonctionnement; 5 836,10 € ;1167; 5,00 € 
2023;Orne;Oui;Non;1;Aube;Autres dotations de fonctionnement; 2 113,36 € ;1304; 1,62 € 
2023;Orne;Oui;Non;1;Bellou-en-Houlme;Autres dotations de fonctionnement; 5 674,87 € ;1083; 5,24 € 
