exercice;département;commune rurale;commune touristique;tranche revenu par habitant;commune;agrégat; montant ;population; montant par habitant 
2023;Manche;Oui;Non;1;Terre-et-Marais;Dépenses d'investissement hors remb; 123 722,18 € ;1350; 91,65 € 
2023;Manche;Oui;Non;1;Juvigny les Vallées;Dépenses d'investissement hors remb; 743 608,35 € ;1722; 431,83 € 
2023;Manche;Oui;Non;1;Canisy;Dépenses d'investissement hors remb; 207 115,72 € ;1803; 114,87 € 
2023;Manche;Oui;Non;1;Remilly Les Marais;Dépenses d'investissement hors remb; 67 052,02 € ;1071; 62,61 € 
2023;Manche;Oui;Non;1;Tessy-Bocage;Dépenses d'investissement hors remb; 435 544,10 € ;2282; 190,86 € 
2023;Manche;Oui;Non;1;Gavray-sur-Sienne;Dépenses d'investissement hors remb; 428 705,07 € ;2006; 213,71 € 
2023;Manche;Oui;Non;2;La Barre-de-Semilly;Dépenses d'investissement hors remb; 184 062,19 € ;1065; 172,83 € 
2023;Manche;Oui;Non;1;Brécey;Dépenses d'investissement hors remb; 399 801,77 € ;2313; 172,85 € 
2023;Manche;Oui;Non;3;Bretteville;Dépenses d'investissement hors remb; 61 423,87 € ;1070; 57,41 € 
2023;Manche;Oui;Non;2;Brix;Dépenses d'investissement hors remb; 564 734,12 € ;2198; 256,93 € 
2023;Manche;Oui;Non;1;Cérences;Dépenses d'investissement hors remb; 982 036,21 € ;1809; 542,86 € 
2023;Manche;Oui;Non;1;Cerisy-la-Forêt;Dépenses d'investissement hors remb; 104 029,45 € ;1054; 98,70 € 
2023;Manche;Oui;Non;1;Cerisy-la-Salle;Dépenses d'investissement hors remb; 180 270,40 € ;1025; 175,87 € 
2023;Manche;Oui;Non;2;Couville;Dépenses d'investissement hors remb; 28 752,18 € ;1204; 23,88 € 
2023;Manche;Oui;Non;1;Créances;Dépenses d'investissement hors remb; 1 751 256,21 € ;2108; 830,77 € 
2023;Manche;Oui;Non;2;Digosville;Dépenses d'investissement hors remb; 351 081,93 € ;1666; 210,73 € 
2023;Manche;Oui;Non;1;Domjean;Dépenses d'investissement hors remb; 156 437,53 € ;1027; 152,32 € 
2023;Manche;Oui;Non;2;Fermanville;Dépenses d'investissement hors remb; 725 024,07 € ;1305; 555,57 € 
2023;Manche;Oui;Non;1;Flamanville;Dépenses d'investissement hors remb; 2 474 658,35 € ;1789; 1 383,26 € 
2023;Manche;Oui;Non;1;Folligny;Dépenses d'investissement hors remb; 943 411,76 € ;1121; 841,58 € 
2023;Manche;Oui;Non;1;Hambye;Dépenses d'investissement hors remb; 275 203,08 € ;1113; 247,26 € 
2023;Manche;Oui;Non;1;La Haye-Pesnel;Dépenses d'investissement hors remb; 358 033,13 € ;1289; 277,76 € 
2023;Manche;Oui;Non;1;Les Loges-Marchis;Dépenses d'investissement hors remb; 95 470,95 € ;1169; 81,67 € 
2023;Manche;Oui;Non;1;Montebourg;Dépenses d'investissement hors remb; 796 238,11 € ;2177; 365,75 € 
2023;Manche;Oui;Non;2;Pirou;Dépenses d'investissement hors remb; 545 320,83 € ;1466; 371,98 € 
2023;Manche;Oui;Non;1;Rauville-la-Bigot;Dépenses d'investissement hors remb; 1 169 546,09 € ;1123; 1 041,45 € 
2023;Manche;Oui;Non;2;Saint-Gilles;Dépenses d'investissement hors remb; 13 876,72 € ;1007; 13,78 € 
2023;Manche;Oui;Non;1;Saint-Pierre-Église;Dépenses d'investissement hors remb; 159 026,62 € ;1849; 86,01 € 
2023;Manche;Oui;Non;2;Saint-Planchers;Dépenses d'investissement hors remb; 104 716,94 € ;1471; 71,19 € 
2023;Manche;Oui;Non;1;Saint-Quentin-sur-le-Homme;Dépenses d'investissement hors remb; 373 296,54 € ;1388; 268,95 € 
2023;Manche;Oui;Non;1;Saint-Sauveur-le-Vicomte;Dépenses d'investissement hors remb; 1 699 585,72 € ;2115; 803,59 € 
2023;Manche;Oui;Non;1;Sottevast;Dépenses d'investissement hors remb; 272 801,25 € ;1462; 186,59 € 
2023;Manche;Oui;Non;2;Surtainville;Dépenses d'investissement hors remb; 609 666,65 € ;1185; 514,49 € 
2023;Manche;Oui;Non;2;Teurthéville-Hague;Dépenses d'investissement hors remb; 175 321,92 € ;1055; 166,18 € 
2023;Orne;Oui;Non;1;Boischampré;Dépenses d'investissement hors remb; 125 543,02 € ;1226; 102,40 € 
2023;Orne;Oui;Non;1;Les Monts d'Andaine;Dépenses d'investissement hors remb; 705 558,67 € ;1769; 398,85 € 
2023;Orne;Oui;Non;2;Écouves;Dépenses d'investissement hors remb; 731 503,75 € ;1699; 430,55 € 
2023;Orne;Oui;Non;1;Perche en Nocé;Dépenses d'investissement hors remb; 237 890,28 € ;2073; 114,76 € 
2023;Orne;Oui;Non;1;Sablons sur Huisne;Dépenses d'investissement hors remb; 612 078,55 € ;2046; 299,16 € 
2023;Orne;Oui;Non;2;Rémalard en Perche;Dépenses d'investissement hors remb; 913 976,09 € ;1940; 471,12 € 
2023;Orne;Oui;Non;1;Putanges-le-Lac;Dépenses d'investissement hors remb; 2 105 804,49 € ;2172; 969,52 € 
2023;Orne;Oui;Non;2;Longny les Villages;Dépenses d'investissement hors remb; 1 719 894,05 € ;2978; 577,53 € 
2023;Orne;Oui;Non;1;Passais Villages;Dépenses d'investissement hors remb; 536 754,98 € ;1179; 455,26 € 
2023;Orne;Oui;Non;1;Juvigny Val d'Andaine;Dépenses d'investissement hors remb; 615 971,44 € ;2177; 282,95 € 
2023;Orne;Oui;Non;1;Belforêt-en-Perche;Dépenses d'investissement hors remb; 252 981,84 € ;1559; 162,27 € 
2023;Orne;Oui;Non;1;Écouché-les-Vallées;Dépenses d'investissement hors remb; 1 274 433,70 € ;2251; 566,16 € 
2023;Orne;Oui;Non;1;Mortrée;Dépenses d'investissement hors remb; 114 287,71 € ;1167; 97,93 € 
2023;Orne;Oui;Non;1;Aube;Dépenses d'investissement hors remb; 148 061,95 € ;1304; 113,54 € 
2023;Orne;Oui;Non;1;Bellou-en-Houlme;Dépenses d'investissement hors remb; 106 001,04 € ;1083; 97,88 € 
2023;Orne;Oui;Non;1;Berd'huis;Dépenses d'investissement hors remb; 159 395,38 € ;1109; 143,73 € 
2023;Orne;Oui;Non;1;Bretoncelles;Dépenses d'investissement hors remb; 249 487,45 € ;1505; 165,77 € 
2023;Orne;Oui;Non;1;Briouze;Dépenses d'investissement hors remb; 1 967 168,40 € ;1548; 1 270,78 € 
2023;Orne;Oui;Non;1;Ceaucé;Dépenses d'investissement hors remb; 466 493,19 € ;1187; 393,00 € 
2023;Orne;Oui;Non;1;Ceton;Dépenses d'investissement hors remb; 63 056,24 € ;1792; 35,19 € 
2023;Orne;Oui;Non;1;Chanu;Dépenses d'investissement hors remb; 509 568,15 € ;1276; 399,35 € 
2023;Orne;Oui;Non;1;Gacé;Dépenses d'investissement hors remb; 179 940,07 € ;1855; 97,00 € 
2023;Orne;Oui;Non;1;Lonlay-l'Abbaye;Dépenses d'investissement hors remb; 1 665 013,23 € ;1156; 1 440,32 € 
2023;Orne;Oui;Non;2;Lonrai;Dépenses d'investissement hors remb; 449 258,24 € ;1163; 386,29 € 
2023;Orne;Oui;Non;1;Magny-le-Désert;Dépenses d'investissement hors remb; 214 725,90 € ;1417; 151,54 € 
2023;Orne;Oui;Non;1;Messei;Dépenses d'investissement hors remb; 210 728,78 € ;1900; 110,91 € 
2023;Orne;Oui;Non;1;Rânes;Dépenses d'investissement hors remb; 278 537,99 € ;1044; 266,80 € 
2023;Orne;Oui;Non;1;Saint-Bômer-les-Forges;Dépenses d'investissement hors remb; 361 855,19 € ;1062; 340,73 € 
2023;Orne;Oui;Non;1;Saint-Denis-sur-Sarthon;Dépenses d'investissement hors remb; 1 705 934,50 € ;1144; 1 491,20 € 
2023;Orne;Oui;Non;1;Sainte-Gauburge-Sainte-Colombe;Dépenses d'investissement hors remb; 198 602,14 € ;1045; 190,05 € 
2023;Orne;Oui;Non;1;Trun;Dépenses d'investissement hors remb; 311 657,33 € ;1290; 241,59 € 
2023;Calvados;Oui;Non;3;Colomby-Anguerny;Dépôts au Trésor; 788 944,81 € ;1276; 618,30 € 
2023;Calvados;Oui;Non;1;Balleroy-sur-Drôme;Dépôts au Trésor; 604 333,81 € ;1421; 425,29 € 
2023;Calvados;Oui;Non;1;Caumont-sur-Aure;Dépôts au Trésor; 254 229,34 € ;2420; 105,05 € 
2023;Calvados;Oui;Non;1;Méry-Bissières-en-Auge;Dépôts au Trésor; 449 415,40 € ;1091; 411,93 € 
2023;Calvados;Oui;Non;1;Aurseulles;Dépôts au Trésor; 712 448,48 € ;1921; 370,87 € 
2023;Calvados;Oui;Non;2;Valambray;Dépôts au Trésor; 684 992,47 € ;1739; 393,90 € 
2023;Calvados;Oui;Non;2;Val d'Arry;Dépôts au Trésor; 1 114 943,02 € ;2446; 455,82 € 
2023;Calvados;Oui;Non;2;Moulins-en-Bessin;Dépôts au Trésor; 440 356,49 € ;1114; 395,29 € 
2023;Calvados;Oui;Non;2;Ponts sur Seulles;Dépôts au Trésor; 1 806 432,58 € ;1238; 1 459,15 € 
2023;Calvados;Oui;Non;1;Laize-Clinchamps;Dépôts au Trésor; 843 095,17 € ;2161; 390,14 € 
2023;Calvados;Oui;Non;1;Creully sur Seulles;Dépôts au Trésor; 3 291 692,64 € ;2322; 1 417,61 € 
2023;Calvados;Oui;Non;1;Dialan sur Chaîne;Dépôts au Trésor; 911 856,25 € ;1039; 877,63 € 
2023;Calvados;Oui;Non;1;Seulline;Dépôts au Trésor; 322 454,41 € ;1334; 241,72 € 
2023;Calvados;Oui;Non;2;Le Castelet;Dépôts au Trésor; 1 089 716,28 € ;1737; 627,36 € 
2023;Calvados;Oui;Non;1;Cesny-les-Sources;Dépôts au Trésor; 987 202,68 € ;1384; 713,30 € 
2023;Calvados;Oui;Non;2;Cambremer;Dépôts au Trésor; 1 150 076,68 € ;1358; 846,89 € 
2023;Calvados;Oui;Non;1;Castine-en-Plaine;Dépôts au Trésor; 1 554 445,27 € ;1732; 897,49 € 
2023;Calvados;Oui;Non;2;Amayé-sur-Orne;Dépôts au Trésor; 901 134,66 € ;1088; 828,25 € 
2023;Calvados;Oui;Non;2;Amfreville;Dépôts au Trésor; 443 762,70 € ;1397; 317,65 € 
2023;Calvados;Oui;Non;2;Audrieu;Dépôts au Trésor; 1 611 530,76 € ;1145; 1 407,45 € 
2023;Calvados;Oui;Non;2;Authie;Dépôts au Trésor; 691 616,66 € ;1714; 403,51 € 
2023;Calvados;Oui;Non;2;Basly;Dépôts au Trésor; 369 359,38 € ;1082; 341,37 € 
2023;Calvados;Oui;Non;2;Bavent;Dépôts au Trésor; 900 196,32 € ;1946; 462,59 € 
2023;Calvados;Oui;Non;1;Bourguébus;Dépôts au Trésor; 606 499,18 € ;2330; 260,30 € 
2023;Calvados;Oui;Non;1;Bretteville-sur-Laize;Dépôts au Trésor; 2 868 853,67 € ;1937; 1 481,08 € 
2023;Calvados;Oui;Non;2;Le Breuil-en-Auge;Dépôts au Trésor; 529 115,94 € ;1016; 520,78 € 
2023;Calvados;Oui;Non;1;Cahagnes;Dépôts au Trésor; 713 623,35 € ;1421; 502,20 € 
2023;Calvados;Oui;Non;3;Cambes-en-Plaine;Dépôts au Trésor; 999 646,99 € ;1766; 566,05 € 
2023;Calvados;Oui;Non;1;Clécy;Dépôts au Trésor; 404 307,52 € ;1319; 306,53 € 
2023;Calvados;Oui;Non;2;Cresserons;Dépôts au Trésor; 628 457,60 € ;1126; 558,13 € 
2023;Calvados;Oui;Non;2;Éterville;Dépôts au Trésor; 505 238,03 € ;1670; 302,54 € 
2023;Calvados;Oui;Non;2;Feuguerolles-Bully;Dépôts au Trésor; 620 184,94 € ;1464; 423,62 € 
2023;Calvados;Oui;Non;1;Fontenay-le-Marmion;Dépôts au Trésor; 1 288 498,08 € ;1960; 657,40 € 
2023;Calvados;Oui;Non;2;Fontenay-le-Pesnel;Dépôts au Trésor; 603 021,94 € ;1215; 496,31 € 
2023;Calvados;Oui;Non;2;Grandcamp-Maisy;Dépôts au Trésor; 1 638 526,64 € ;1555; 1 053,71 € 
2023;Calvados;Oui;Non;2;Maltot;Dépôts au Trésor; 836 303,82 € ;1040; 804,14 € 
2023;Calvados;Oui;Non;1;Moyaux;Dépôts au Trésor; 1 097 551,52 € ;1371; 800,55 € 
2023;Calvados;Oui;Non;3;Saint-Contest;Dépôts au Trésor; 2 913 509,81 € ;2564; 1 136,31 € 
2023;Calvados;Oui;Non;2;Saint-Gatien-des-Bois;Dépôts au Trésor; 385 960,89 € ;1376; 280,49 € 
2023;Calvados;Oui;Non;2;Sainte-Honorine-du-Fay;Dépôts au Trésor; 455 407,96 € ;1362; 334,37 € 
2023;Calvados;Oui;Non;2;Saint-Manvieu-Norrey;Dépôts au Trésor; 361 252,62 € ;2116; 170,72 € 
2023;Calvados;Oui;Non;1;Saint-Sylvain;Dépôts au Trésor; 1 554 650,53 € ;1470; 1 057,59 € 
2023;Calvados;Oui;Non;2;Sannerville;Dépôts au Trésor; 894 579,14 € ;1911; 468,12 € 
2023;Calvados;Oui;Non;2;Soliers;Dépôts au Trésor; 302 849,27 € ;2109; 143,60 € 
2023;Calvados;Oui;Non;2;Sommervieu;Dépôts au Trésor; 363 281,26 € ;1010; 359,68 € 
2023;Calvados;Oui;Non;2;Thaon;Dépôts au Trésor; 538 058,98 € ;1829; 294,18 € 
2023;Calvados;Oui;Non;1;Tilly-sur-Seulles;Dépôts au Trésor; 2 057 339,45 € ;1789; 1 149,99 € 
2023;Calvados;Oui;Non;2;Ver-sur-Mer;Dépôts au Trésor; 1 486 781,53 € ;1684; 882,89 € 
2023;Manche;Oui;Non;1;Lessay;Dépôts au Trésor; 3 427 249,95 € ;2294; 1 494,01 € 
2023;Manche;Oui;Non;1;Moyon Villages;Dépôts au Trésor; 419 698,43 € ;1478; 283,96 € 
2023;Manche;Oui;Non;1;Montsenelle;Dépôts au Trésor; 1 156 313,01 € ;1433; 806,92 € 
2023;Manche;Oui;Non;1;Orval sur Sienne;Dépôts au Trésor; 2 151 846,86 € ;1205; 1 785,77 € 
2023;Manche;Oui;Non;1;Saint-Jean-d'Elle;Dépôts au Trésor; 1 786 943,57 € ;2583; 691,81 € 
2023;Manche;Oui;Non;1;Thèreval;Dépôts au Trésor; 183 716,66 € ;1838; 99,95 € 
2023;Manche;Oui;Non;1;Romagny Fontenay;Dépôts au Trésor; 2 115 627,87 € ;1313; 1 611,29 € 
2023;Manche;Oui;Non;1;Gonneville-Le Theil;Dépôts au Trésor; 851 109,57 € ;1558; 546,28 € 
2023;Manche;Oui;Non;1;Percy-en-Normandie;Dépôts au Trésor; 254 902,46 € ;2709; 94,09 € 
2023;Manche;Oui;Non;2;Vicq-sur-Mer;Dépôts au Trésor; 573 231,48 € ;1077; 532,25 € 
2023;Manche;Oui;Non;1;Le Teilleul;Dépôts au Trésor; 1 960 184,31 € ;1690; 1 159,87 € 
2023;Manche;Oui;Non;1;Sartilly-Baie-Bocage;Dépôts au Trésor; 1 239 468,52 € ;2891; 428,73 € 
2023;Manche;Oui;Non;1;Terre-et-Marais;Dépôts au Trésor; 645 195,79 € ;1350; 477,92 € 
2023;Manche;Oui;Non;1;Juvigny les Vallées;Dépôts au Trésor; 3 422 042,12 € ;1722; 1 987,25 € 
2023;Manche;Oui;Non;1;Canisy;Dépôts au Trésor; 2 315 603,72 € ;1803; 1 284,31 € 
2023;Manche;Oui;Non;1;Remilly Les Marais;Dépôts au Trésor; 250 960,65 € ;1071; 234,32 € 
2023;Manche;Oui;Non;1;Tessy-Bocage;Dépôts au Trésor; 1 380 340,86 € ;2282; 604,88 € 
2023;Manche;Oui;Non;1;Gavray-sur-Sienne;Dépôts au Trésor; 561 051,27 € ;2006; 279,69 € 
2023;Manche;Oui;Non;2;Tourneville-sur-Mer;Dépôts au Trésor; 391 586,94 € ;1696; 230,89 € 
2023;Manche;Oui;Non;1;Barenton;Dépôts au Trésor; 661 455,62 € ;1241; 533,00 € 
2023;Manche;Oui;Non;2;La Barre-de-Semilly;Dépôts au Trésor; 1 129 026,44 € ;1065; 1 060,12 € 
2023;Manche;Oui;Non;1;Brécey;Dépôts au Trésor; 1 461 563,08 € ;2313; 631,89 € 
2023;Manche;Oui;Non;3;Bretteville;Dépôts au Trésor; 867 270,11 € ;1070; 810,53 € 
2023;Manche;Oui;Non;2;Brix;Dépôts au Trésor; 2 048 032,32 € ;2198; 931,77 € 
2023;Manche;Oui;Non;1;Cérences;Dépôts au Trésor; 741 752,46 € ;1809; 410,03 € 
2023;Manche;Oui;Non;1;Cerisy-la-Forêt;Dépôts au Trésor; 1 033 040,52 € ;1054; 980,11 € 
2023;Manche;Oui;Non;1;Cerisy-la-Salle;Dépôts au Trésor; 637 285,62 € ;1025; 621,74 € 
2023;Manche;Oui;Non;2;Couville;Dépôts au Trésor; 469 496,38 € ;1204; 389,95 € 
2023;Manche;Oui;Non;1;Créances;Dépôts au Trésor; 1 760 018,77 € ;2108; 834,92 € 
2023;Manche;Oui;Non;2;Digosville;Dépôts au Trésor; 457 279,04 € ;1666; 274,48 € 
2023;Manche;Oui;Non;1;Domjean;Dépôts au Trésor; 284 271,36 € ;1027; 276,80 € 
2023;Manche;Oui;Non;2;Fermanville;Dépôts au Trésor; 771 625,18 € ;1305; 591,28 € 
2023;Manche;Oui;Non;1;Flamanville;Dépôts au Trésor; 55 724 333,96 € ;1789; 31 148,31 € 
2023;Manche;Oui;Non;1;Folligny;Dépôts au Trésor; 144 209,39 € ;1121; 128,64 € 
2023;Manche;Oui;Non;1;Hambye;Dépôts au Trésor; 986 686,61 € ;1113; 886,51 € 
2023;Manche;Oui;Non;1;La Haye-Pesnel;Dépôts au Trésor; 85 591,17 € ;1289; 66,40 € 
2023;Manche;Oui;Non;1;Les Loges-Marchis;Dépôts au Trésor; 451 440,58 € ;1169; 386,18 € 
2023;Manche;Oui;Non;1;Montebourg;Dépôts au Trésor; 1 296 278,61 € ;2177; 595,44 € 
2023;Manche;Oui;Non;2;Pirou;Dépôts au Trésor; 4 778 719,36 € ;1466; 3 259,70 € 
2023;Manche;Oui;Non;1;Rauville-la-Bigot;Dépôts au Trésor; 2 625 108,98 € ;1123; 2 337,59 € 
2023;Manche;Oui;Non;2;Saint-Gilles;Dépôts au Trésor; 418 246,34 € ;1007; 415,34 € 
2023;Manche;Oui;Non;1;Saint-Jean-des-Champs;Dépôts au Trésor; 831 149,82 € ;1517; 547,89 € 
2023;Manche;Oui;Non;1;Saint-Pierre-Église;Dépôts au Trésor; 567 440,27 € ;1849; 306,89 € 
2023;Manche;Oui;Non;2;Saint-Planchers;Dépôts au Trésor; 587 317,25 € ;1471; 399,26 € 
2023;Manche;Oui;Non;1;Saint-Quentin-sur-le-Homme;Dépôts au Trésor; 485 620,75 € ;1388; 349,87 € 
2023;Manche;Oui;Non;1;Saint-Sauveur-le-Vicomte;Dépôts au Trésor; 2 316 081,76 € ;2115; 1 095,07 € 
2023;Manche;Oui;Non;1;Sottevast;Dépôts au Trésor; 3 228 476,46 € ;1462; 2 208,26 € 
2023;Manche;Oui;Non;2;Surtainville;Dépôts au Trésor; 951 496,20 € ;1185; 802,95 € 
2023;Manche;Oui;Non;2;Teurthéville-Hague;Dépôts au Trésor; 822 833,58 € ;1055; 779,94 € 
2023;Orne;Oui;Non;1;Boischampré;Dépôts au Trésor; 1 216 598,37 € ;1226; 992,33 € 
2023;Orne;Oui;Non;1;Les Monts d'Andaine;Dépôts au Trésor; 576 587,98 € ;1769; 325,94 € 
2023;Orne;Oui;Non;2;Écouves;Dépôts au Trésor; 354 396,65 € ;1699; 208,59 € 
2023;Orne;Oui;Non;1;Perche en Nocé;Dépôts au Trésor; 1 322 017,82 € ;2073; 637,73 € 
2023;Orne;Oui;Non;1;Sablons sur Huisne;Dépôts au Trésor; 1 989 245,06 € ;2046; 972,26 € 
2023;Orne;Oui;Non;2;Rémalard en Perche;Dépôts au Trésor; 423 464,68 € ;1940; 218,28 € 
2023;Orne;Oui;Non;1;Putanges-le-Lac;Dépôts au Trésor; 1 721 405,54 € ;2172; 792,54 € 
2023;Orne;Oui;Non;2;Longny les Villages;Dépôts au Trésor; 768 787,36 € ;2978; 258,16 € 
2023;Orne;Oui;Non;1;Passais Villages;Dépôts au Trésor; 530 479,90 € ;1179; 449,94 € 
2023;Orne;Oui;Non;1;Juvigny Val d'Andaine;Dépôts au Trésor; 573 742,08 € ;2177; 263,55 € 
2023;Orne;Oui;Non;1;Belforêt-en-Perche;Dépôts au Trésor; 933 362,72 € ;1559; 598,69 € 
2023;Orne;Oui;Non;1;Écouché-les-Vallées;Dépôts au Trésor; 461 879,70 € ;2251; 205,19 € 
2023;Orne;Oui;Non;1;Mortrée;Dépôts au Trésor; 1 395 732,87 € ;1167; 1 196,00 € 
2023;Orne;Oui;Non;1;Aube;Dépôts au Trésor; 607 681,26 € ;1304; 466,01 € 
2023;Orne;Oui;Non;1;Bellou-en-Houlme;Dépôts au Trésor; 140 953,34 € ;1083; 130,15 € 
2023;Orne;Oui;Non;1;Berd'huis;Dépôts au Trésor; 648 458,11 € ;1109; 584,72 € 
2023;Orne;Oui;Non;1;Bretoncelles;Dépôts au Trésor; 1 251 409,35 € ;1505; 831,50 € 
2023;Orne;Oui;Non;1;Briouze;Dépôts au Trésor; 78 884,57 € ;1548; 50,96 € 
2023;Orne;Oui;Non;1;Ceaucé;Dépôts au Trésor; 400 576,78 € ;1187; 337,47 € 
2023;Orne;Oui;Non;1;Ceton;Dépôts au Trésor; 2 650 406,39 € ;1792; 1 479,02 € 
2023;Orne;Oui;Non;1;Chanu;Dépôts au Trésor; 436 440,89 € ;1276; 342,04 € 
2023;Orne;Oui;Non;1;La Ferrière-aux-Étangs;Dépôts au Trésor; 451 875,01 € ;1573; 287,27 € 
2023;Orne;Oui;Non;1;Gacé;Dépôts au Trésor; 1 606 483,63 € ;1855; 866,03 € 
2023;Orne;Oui;Non;1;Lonlay-l'Abbaye;Dépôts au Trésor; 771 258,48 € ;1156; 667,18 € 
2023;Orne;Oui;Non;2;Lonrai;Dépôts au Trésor; 596 402,90 € ;1163; 512,81 € 
2023;Orne;Oui;Non;1;Magny-le-Désert;Dépôts au Trésor; 1 856 939,60 € ;1417; 1 310,47 € 
2023;Orne;Oui;Non;1;Messei;Dépôts au Trésor; 2 239 615,64 € ;1900; 1 178,75 € 
2023;Orne;Oui;Non;1;Rânes;Dépôts au Trésor; 771 474,49 € ;1044; 738,96 € 
2023;Orne;Oui;Non;1;Saint-Bômer-les-Forges;Dépôts au Trésor; 1 200 973,18 € ;1062; 1 130,86 € 
2023;Orne;Oui;Non;1;Saint-Denis-sur-Sarthon;Dépôts au Trésor; 203 485,04 € ;1144; 177,87 € 
2023;Orne;Oui;Non;1;Sainte-Gauburge-Sainte-Colombe;Dépôts au Trésor; 715 606,34 € ;1045; 684,79 € 
2023;Orne;Oui;Non;1;Trun;Dépôts au Trésor; 681 103,95 € ;1290; 527,99 € 
2023;Calvados;Oui;Non;1;Caumont-sur-Aure;DETR; 16 468,13 € ;2420; 6,81 € 
2023;Calvados;Oui;Non;2;Ponts sur Seulles;DETR; 19 963,85 € ;1238; 16,13 € 
2023;Calvados;Oui;Non;2;Amayé-sur-Orne;DETR; 2 794,88 € ;1088; 2,57 € 
2023;Calvados;Oui;Non;2;Audrieu;DETR; 18 788,49 € ;1145; 16,41 € 
2023;Calvados;Oui;Non;1;Fontenay-le-Marmion;DETR; 81 663,06 € ;1960; 41,66 € 
2023;Calvados;Oui;Non;1;Tilly-sur-Seulles;DETR; 8 340,00 € ;1789; 4,66 € 
2023;Manche;Oui;Non;1;Orval sur Sienne;DETR; 31 082,57 € ;1205; 25,79 € 
2023;Manche;Oui;Non;2;Tourneville-sur-Mer;DETR; 106 407,83 € ;1696; 62,74 € 
2023;Manche;Oui;Non;1;Barenton;DETR; 213 540,60 € ;1241; 172,07 € 
2023;Manche;Oui;Non;1;Saint-Jean-des-Champs;DETR; 8 666,00 € ;1517; 5,71 € 
2023;Calvados;Oui;Non;1;Méry-Bissières-en-Auge;DETR; 10 386,44 € ;1091; 9,52 € 
2023;Calvados;Oui;Non;2;Valambray;DETR; 33 819,17 € ;1739; 19,45 € 
2023;Calvados;Oui;Non;1;Dialan sur Chaîne;DETR; 62 020,00 € ;1039; 59,69 € 
2023;Calvados;Oui;Non;1;Cesny-les-Sources;DETR; 8 148,66 € ;1384; 5,89 € 
2023;Calvados;Oui;Non;2;Cambremer;DETR; 6 531,60 € ;1358; 4,81 € 
2023;Calvados;Oui;Non;2;Amfreville;DETR; 55 281,17 € ;1397; 39,57 € 
2023;Calvados;Oui;Non;2;Authie;DETR; 13 802,86 € ;1714; 8,05 € 
2023;Calvados;Oui;Non;1;Bretteville-sur-Laize;DETR; 50 642,95 € ;1937; 26,15 € 
2023;Calvados;Oui;Non;1;Cahagnes;DETR; 26 042,72 € ;1421; 18,33 € 
2023;Calvados;Oui;Non;3;Cambes-en-Plaine;DETR; 4 319,88 € ;1766; 2,45 € 
2023;Calvados;Oui;Non;1;Clécy;DETR; 9 254,82 € ;1319; 7,02 € 
2023;Calvados;Oui;Non;2;Feuguerolles-Bully;DETR; 97 859,66 € ;1464; 66,84 € 
2023;Calvados;Oui;Non;2;Grandcamp-Maisy;DETR; 19 501,82 € ;1555; 12,54 € 
2023;Calvados;Oui;Non;1;Moyaux;DETR; 29 329,58 € ;1371; 21,39 € 
2023;Calvados;Oui;Non;2;Sainte-Honorine-du-Fay;DETR; 18 372,90 € ;1362; 13,49 € 
2023;Calvados;Oui;Non;1;Saint-Sylvain;DETR; 41 951,70 € ;1470; 28,54 € 
2023;Calvados;Oui;Non;2;Sommervieu;DETR; 4 194,16 € ;1010; 4,15 € 
2023;Manche;Oui;Non;1;Lessay;DETR; 149 199,22 € ;2294; 65,04 € 
2023;Manche;Oui;Non;1;Montsenelle;DETR; 9 076,15 € ;1433; 6,33 € 
2023;Manche;Oui;Non;1;Romagny Fontenay;DETR; 3 706,25 € ;1313; 2,82 € 
2023;Manche;Oui;Non;1;Gonneville-Le Theil;DETR; 6 031,00 € ;1558; 3,87 € 
2023;Manche;Oui;Non;1;Percy-en-Normandie;DETR; 90 356,00 € ;2709; 33,35 € 
2023;Manche;Oui;Non;2;Vicq-sur-Mer;DETR; 61 005,65 € ;1077; 56,64 € 
2023;Manche;Oui;Non;1;Le Teilleul;DETR; 50 480,78 € ;1690; 29,87 € 
2023;Manche;Oui;Non;1;Sartilly-Baie-Bocage;DETR; 71 173,87 € ;2891; 24,62 € 
2023;Manche;Oui;Non;1;Juvigny les Vallées;DETR; 113 995,80 € ;1722; 66,20 € 
2023;Manche;Oui;Non;1;Remilly Les Marais;DETR; 43 901,95 € ;1071; 40,99 € 
2023;Manche;Oui;Non;1;Tessy-Bocage;DETR; 61 314,73 € ;2282; 26,87 € 
2023;Manche;Oui;Non;1;Brécey;DETR; 30 861,30 € ;2313; 13,34 € 
2023;Manche;Oui;Non;3;Bretteville;DETR; 16 559,00 € ;1070; 15,48 € 
2023;Manche;Oui;Non;1;Cerisy-la-Forêt;DETR; 40 099,50 € ;1054; 38,05 € 
2023;Manche;Oui;Non;1;Créances;DETR; 211 211,60 € ;2108; 100,20 € 
2023;Manche;Oui;Non;2;Fermanville;DETR; 14 528,77 € ;1305; 11,13 € 
2023;Manche;Oui;Non;1;La Haye-Pesnel;DETR; 45 221,70 € ;1289; 35,08 € 
2023;Manche;Oui;Non;1;Les Loges-Marchis;DETR; 6 914,21 € ;1169; 5,91 € 
2023;Manche;Oui;Non;2;Pirou;DETR; 1 645,50 € ;1466; 1,12 € 
2023;Manche;Oui;Non;1;Saint-Pierre-Église;DETR; 24 170,55 € ;1849; 13,07 € 
